Сегодня, 10.12.2021 19:24:31	C:\Users\IEUser\Desktop\out.zip\out\bit.133.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.133.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:31	C:\Users\IEUser\Desktop\out.zip\out\bit.132.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.132.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:31	C:\Users\IEUser\Desktop\out.zip\out\bit.132.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.132.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:31	C:\Users\IEUser\Desktop\out.zip\out\bit.131.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.131.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:31	C:\Users\IEUser\Desktop\out.zip\out\bit.131.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.131.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:30	C:\Users\IEUser\Desktop\out.zip\out\bit.130.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.130.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:30	C:\Users\IEUser\Desktop\out.zip\out\bit.130.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.130.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:30	C:\Users\IEUser\Desktop\out.zip\out\bit.129.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.129.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:30	C:\Users\IEUser\Desktop\out.zip\out\bit.129.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.129.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:30	C:\Users\IEUser\Desktop\out.zip\out\bit.128.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.128.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:30	C:\Users\IEUser\Desktop\out.zip\out\bit.128.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.128.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:29	C:\Users\IEUser\Desktop\out.zip\out\bit.127.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.127.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:29	C:\Users\IEUser\Desktop\out.zip\out\bit.127.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.127.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:29	C:\Users\IEUser\Desktop\out.zip\out\bit.126.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.126.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:29	C:\Users\IEUser\Desktop\out.zip\out\bit.126.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.126.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:28	C:\Users\IEUser\Desktop\out.zip\out\bit.125.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.125.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:28	C:\Users\IEUser\Desktop\out.zip\out\bit.125.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.125.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:28	C:\Users\IEUser\Desktop\out.zip\out\bit.124.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.124.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:28	C:\Users\IEUser\Desktop\out.zip\out\bit.124.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.124.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:28	C:\Users\IEUser\Desktop\out.zip\out\bit.123.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.123.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:28	C:\Users\IEUser\Desktop\out.zip\out\bit.123.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.123.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:27	C:\Users\IEUser\Desktop\out.zip\out\bit.122.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.122.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:27	C:\Users\IEUser\Desktop\out.zip\out\bit.122.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.122.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:27	C:\Users\IEUser\Desktop\out.zip\out\bit.121.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.121.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:27	C:\Users\IEUser\Desktop\out.zip\out\bit.121.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.121.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:27	C:\Users\IEUser\Desktop\out.zip\out\bit.120.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.120.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:27	C:\Users\IEUser\Desktop\out.zip\out\bit.120.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.120.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:26	C:\Users\IEUser\Desktop\out.zip\out\bit.119.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.119.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:26	C:\Users\IEUser\Desktop\out.zip\out\bit.119.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.119.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:26	C:\Users\IEUser\Desktop\out.zip\out\bit.118.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.118.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:26	C:\Users\IEUser\Desktop\out.zip\out\bit.118.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.118.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:26	C:\Users\IEUser\Desktop\out.zip\out\bit.117.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.117.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:26	C:\Users\IEUser\Desktop\out.zip\out\bit.117.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.117.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:25	C:\Users\IEUser\Desktop\out.zip\out\bit.116.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.116.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:25	C:\Users\IEUser\Desktop\out.zip\out\bit.116.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.116.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
